Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20101210X72430 | Accident | ERA11LA083 | 12/10/2010 | Isom, KY | United States | 37.172223 | -82.878056 |  |  | Non-Fatal | Substantial | Helicopter | N263CH | BELL | 206B | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | Albatross Air, Inc. |  |  | 1 | 2 | VMC | MANEUVERING | Factual <br />05/25/2011<br/>Final <br />07/21/2011 | 07/21/2011 | 
20101213X65626 | Accident | CEN11WA105 | 12/09/2010 | Tourrettes-sur-Loup, France | France |  |  |  |  | Fatal(2) | Destroyed | Helicopter |  | ROBINSON | R22 | No | 1 |  | Non-U.S., Non-Commercial |  | Personal |  | 2 |  |  |  | VMC |  | Foreign | 12/27/2010 | 
20101208X83657 | Accident | ERA11CA080 | 12/08/2010 | Canal Point, FL | United States | 26.716667 | -80.583333 | NONE | None | Non-Fatal | Substantial | Helicopter | N451DB | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Other Work Use |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />04/22/2011<br/>Final <br />06/20/2011 | 06/20/2011 | 
20101208X25632 | Accident | ERA11CA082 | 12/08/2010 | Canal Point, FL | United States | 80.582223 | -26.913611 |  |  | Non-Fatal | Substantial | Helicopter | N955GT | BELL | 206L-3 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />12/28/2010<br/>Final <br />04/12/2011 | 04/12/2011 | 
20101208X00511 | Accident | ERA11CA081 | 12/08/2010 | Pahokee, FL | United States | 26.784444 | -80.689444 | PHK | Palm Beach County Glades | Non-Fatal | Substantial | Helicopter | N666SL | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | TAKEOFF | Factual <br />04/27/2011<br/>Final <br />06/08/2011 | 06/08/2011 | 
20101215X62006 | Incident | ERA11IA091 | 12/04/2010 | Boston, MA | United States | 42.336111 | -71.105833 | MA39 | Brigham & Women's Hospital | Incident | Minor | Helicopter | N271NE | EUROCOPTER DEUTSCHLAND GMBH | MBB-BK 117 C-1 | No | 2 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | ERA Med LLC (DBA: Boston MedFlight) |  |  |  | 4 | VMC | APPROACH | Factual <br />12/02/2011<br/>Final <br />01/17/2012 | 01/17/2012 | 
20101122X91647 | Accident | WPR11LA056 | 11/22/2010 | Riverdale, UT | United States | 41.165278 | -111.998889 |  |  | Non-Fatal | Substantial | Helicopter | N408UH | BELL | 407 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 3 | VMC | MANEUVERING | Factual <br />01/05/2011<br/>Final <br />05/16/2011 | 05/16/2011 | 
20101115X73149 | Accident | WPR11LA048 | 11/15/2010 | Salem, OR | United States | 45.083334 | -123.133334 |  | N/A | Non-Fatal | Substantial | Helicopter | N155PH | MD HELICOPTER | 369D | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />08/20/2014<br/>Final <br />07/02/2015 | 07/02/2015 | 
20101115X55905 | Accident | ERA11CA059 | 11/15/2010 | Madison, FL | United States | 30.282778 | -83.371667 |  |  | Non-Fatal | Substantial | Helicopter | N4034Z | HILLER-ROGERSON HELICOPTER | UH12E | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />12/03/2010<br/>Final <br />03/16/2011 | 03/16/2011 | 
20101115X92934 | Accident | CEN11CA068 | 11/14/2010 | Broomfield, TX | United States | 39.945833 | -105.024445 |  |  | Non-Fatal | Substantial | Helicopter | N299RJ | SCHWEIZER | 300C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Factual <br />01/03/2011<br/>Final <br />04/12/2011 | 04/12/2011 | 
20101114X90431 | Accident | CEN11LA067 | 11/14/2010 | Post, TX | United States | 33.228056 | -101.135277 | 2TE7 | Beach Ranch Airport | Fatal(1) | Substantial | Helicopter | N2268U | BRANTLY | B-2B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 | 1 |  | 1 | VMC | TAKEOFF | Factual <br />09/14/2011<br/>Final <br />10/17/2011 | 10/17/2011 | 
20101116X70645 | Accident | ERA11WA064 | 11/13/2010 | Trujillo, Colombia | Colombia | 4.299166 | -76.435277 |  |  | Fatal(3) | Destroyed | Helicopter |  | BELL | 412EP | No | 2 | Turbo Shaft | Non-U.S., Non-Commercial |  | Business |  | 3 |  |  |  | IMC |  | Foreign | 12/09/2010 | 
20101112X34929 | Accident | WPR11FA045 | 11/12/2010 | Pacoima, CA | United States | 34.259444 | -118.413611 | WHP | Whiteman Field | Non-Fatal | Substantial | Helicopter | N1231A | EUROCOPTER | AS350B2 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 2 | VMC | TAKEOFF | Factual <br />04/02/2014<br/>Final <br />05/08/2014 | 05/08/2014 | 
20101110X42226 | Accident | WPR11WA043 | 11/09/2010 | Rolleston, Australia, Australia | Australia | -24.633333 | 148.233333 |  |  | Fatal(1) | Substantial | Helicopter |  | ROBINSON | R22 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  | 1 |  |  |  | VMC |  | Foreign | 11/14/2010 | 
20101103X83727 | Accident | CEN11FA053 | 11/03/2010 | Meeker, CO | United States | 40.188611 | -107.906667 |  |  | Fatal(1) | Substantial | Helicopter | N8533F | BELL | 206 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  | 1 | 1 |  |  | VMC | MANEUVERING | Factual <br />12/17/2012<br/>Final <br />02/12/2013 | 02/12/2013 | 
20101030X30541 | Accident | ERA11FA042 | 10/30/2010 | Thomas, WV | United States | 39.200556 | -79.538055 |  |  | Fatal(1) | Substantial | Helicopter | N765WH | MD HELICOPTERS INC | 369E | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  | 1 | 1 | 2 |  | VMC | MANEUVERING | Factual <br />12/12/2011<br/>Final <br />02/06/2012 | 02/06/2012 | 
20101101X21849 | Accident | WPR11CA031 | 10/29/2010 | Prescott, AZ | United States | 34.654444 | -112.419445 |  |  | Non-Fatal | Substantial | Helicopter | N844SH | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  | VMC |  | Factual <br />11/22/2010<br/>Final <br />04/12/2011 | 04/12/2011 | 
20101029X90010 | Accident | CEN11WA042 | 10/23/2010 | New Castle, United Kingdom | United Kingdom | 54.230278 | 6.170834 |  |  | Fatal(3) | Destroyed | Helicopter | N2NR | AGUSTA | A109 | No |  |  | Non-U.S., Non-Commercial | NSCH | Business |  | 3 |  |  |  |  |  | Foreign | 03/27/2012 | 
20101019X94819 | Accident | CEN11CA022 | 10/16/2010 | Englewood, CO | United States | 39.565556 | -104.838889 | APA | Centennial Airport | Non-Fatal | Substantial | Helicopter | N20130 | SCHWEIZER | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Factual <br />11/17/2010<br/>Final <br />03/16/2011 | 03/16/2011 | 
20101015X73141 | Accident | CEN11GA020 | 10/15/2010 | Clarkson Valley, MO | United States | 38.633056 | -90.597777 |  |  | Fatal(1) | Substantial | Helicopter | N96MP | BELL | 206B | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Public Aircraft - State |  | 1 |  |  |  | VMC |  | Factual <br />01/23/2012<br/>Final <br />03/08/2012 | 03/08/2012 | 
20101115X31938 | Accident | CEN11WA070 | 10/15/2010 | Minatitlan Veracruz, Mexico | Mexico |  |  |  |  | Fatal(8) | Substantial | Helicopter |  | BELL | 212 | No | 1 | Turbo Shaft | Unknown |  |  |  | 8 |  |  |  |  | CRUISE | Foreign |  | 
20101015X90110 | Accident | WPR11LA016 | 10/14/2010 | Auburn, CA | United States | 38.983333 | -121.166667 |  |  | Non-Fatal | Substantial | Helicopter | N2763M | BELL | 206B | No | 1 | Turbo Shaft | Part 91: General Aviation | NSCH | Positioning |  |  |  |  | 2 | VMC | CLIMB | Factual <br />04/18/2011<br/>Final <br />06/27/2011 | 06/27/2011 | 
20101019X13052 | Accident | CEN11LA023 | 10/13/2010 | Newton, TX | United States | 30.930556 | -90.256944 |  |  | Non-Fatal | Substantial | Helicopter | N499BH | BELL | 206B | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  | 1 | VMC | TAKEOFF | Factual <br />11/17/2010<br/>Final <br />03/16/2011 | 03/16/2011 | 
20101012X62650 | Accident | WPR11CA011 | 10/12/2010 | Long Beach, CA | United States | 33.817500 | -118.151389 | LGB | Long Beach | Non-Fatal | Substantial | Helicopter | N853DS | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  | 1 |  | 1 | VMC | MANEUVERING | Factual <br />11/05/2010<br/>Final <br />03/16/2011 | 03/16/2011 | 
20101008X62452 | Accident | WPR11LA003 | 10/08/2010 | Scappoose, OR | United States | 45.769167 | -122.856944 | SPB | Scappoose Industrial Airpark | Non-Fatal | Substantial | Helicopter | N2356T | ROBINSON | R22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />05/23/2011<br/>Final <br />05/26/2011 | 05/26/2011 | 
20101007X32553 | Accident | ERA11CA012 | 10/06/2010 | Titusville, FL | United States | 28.514722 | -80.799166 |  |  | Non-Fatal | Substantial | Helicopter | N2074B | SCHWEIZER | 269C-1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | CRUISE | Factual <br />11/07/2010<br/>Final <br />03/16/2011 | 03/16/2011 | 
20101001X41322 | Accident | WPR10LA481 | 09/30/2010 | Meadview, AZ | United States | 35.966389 | -113.761389 |  |  | Non-Fatal | Substantial | Helicopter | N822MH | EUROCOPTER | EC130 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | Maverick Helicopter |  |  |  | 7 | VMC | TAKEOFF | Factual <br />06/22/2012<br/>Final <br />08/15/2012 | 08/15/2012 | 
20100930X45434 | Accident | WPR10CA478 | 09/29/2010 | Portland, OR | United States | 45.540555 | -122.950000 | HIO | Portland-Hillsboro Airport | Non-Fatal | Substantial | Helicopter | N856HA | ROBINSON | R22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | TAXI | Factual <br />11/08/2010<br/>Final <br />03/16/2011 | 03/16/2011 | 
20100925X54904 | Accident | CEN10LA558 | 09/25/2010 | Pattison, TX | United States | 29.810278 | -96.046666 | NONE | PRIVATE HELIPAD | Fatal(1) | Substantial | Helicopter | N520RW | Worthington | Rotorway | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | DESCENT | Factual <br />11/09/2011<br/>Final <br />12/27/2011 | 12/27/2011 | 
20100927X02720 | Accident | WPR10CA470 | 09/25/2010 | Gaston, OR | United States | 45.435277 | -123.136944 |  |  | Non-Fatal | Substantial | Helicopter | N7860S | BELL | 47G | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | LANDING | Factual <br />11/02/2010<br/>Final <br />03/16/2011 | 03/16/2011 | 
20100925X01917 | Accident | ERA10TA501 | 09/24/2010 | Covington, GA | United States | 33.626111 | -83.841944 | 9A1 | Covington Municipal Airport | Non-Fatal | Substantial | Helicopter | N91DK | EUROCOPTER | AS-350 | No | 1 | Turbo Shaft | Public Use |  | Public Aircraft - Local |  |  |  | 2 |  | VMC | MANEUVERING | Factual <br />06/02/2011<br/>Final <br />07/21/2011 | 07/21/2011 | 
20100924X35823 | Accident | ERA10LA499 | 09/24/2010 | Taylorsville, MS | United States | 31.813333 | -89.420000 |  |  | Non-Fatal | Substantial | Helicopter | N132HD | BELL | OH-58A | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />05/02/2011<br/>Final <br />07/18/2011 | 07/18/2011 | 
20100923X80619 | Accident | ERA10TA493 | 09/22/2010 | Brooklyn, NY | United States | 40.600000 | -73.899444 | NY22 | Floyd Bennett Field | Non-Fatal | Substantial | Helicopter | N412PD | BELL | 412 | No | 2 | Turbo Shaft | Public Use |  | Public Aircraft - Local |  |  |  | 6 |  | VMC | APPROACH | Factual <br />01/04/2013<br/>Final <br />04/10/2013 | 04/10/2013 | 
20100921X94616 | Accident | WPR10CA466 | 09/21/2010 | Mecca, CA | United States | 33.537222 | -116.024167 |  |  | Non-Fatal | Substantial | Helicopter | N6053H | HILLER | UH-12E | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />10/18/2010<br/>Final <br />12/20/2010 | 12/20/2010 | 
20100927X10441 | Accident | CEN10LA560 | 09/20/2010 | Schaumburg, IL | United States | 41.989166 | -88.101111 | 06C | Schaumburg Regional Airport | Non-Fatal | Substantial | Helicopter | N34LB | SCHWEIZER | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />02/01/2011<br/>Final <br />05/16/2011 | 05/16/2011 | 
20100919X72723 | Accident | ERA10LA488 | 09/19/2010 | Halifax, MA | United States | 42.025000 | -70.838055 |  |  | Fatal(1) | Substantial | Helicopter | None | Schulman | Mosquito XEL | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | MANEUVERING | Factual <br />11/16/2011<br/>Final <br />12/27/2011 | 12/27/2011 | 
20100918X12923 | Accident | CEN10WA546 | 09/18/2010 | San Pedro Sula, Honduras | Honduras |  |  |  |  | Fatal(1) | Substantial | Helicopter |  | BELL | 206 | No | 1 | Turbo Shaft | Unknown |  |  |  | 1 |  |  |  | VMC |  | Foreign | 09/23/2010 | 
20100918X05923 | Accident | ERA10LA484 | 09/18/2010 | Covington, TN | United States | 35.551944 | -89.441111 | M04 | Covington Municipal Airport | Non-Fatal | Substantial | Helicopter | N38FA | BELL | OH-58A | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Factual <br />10/18/2011<br/>Final <br />11/29/2011 | 11/29/2011 | 
20100916X10056 | Accident | CEN10CA545 | 09/17/2010 | Pikes Peak, CO | United States | 38.837500 | -105.043055 |  |  | Non-Fatal | Substantial | Helicopter | N5802W | AEROSPATIALE | AS 355F1 | No | 2 | Turbo Shaft | Part 91: General Aviation |  | Business |  |  | 1 | 3 |  | VMC | LANDING | Factual <br />10/25/2010<br/>Final <br />05/05/2011 | 05/05/2011 | 
20100924X23946 | Accident | CEN10LA556 | 09/17/2010 | Duluth, MN | United States | 47.008333 | -92.215000 | DLH | Duluth International | Non-Fatal | Destroyed | Helicopter | N145DM | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  | 1 |  | VMC | TAKEOFF | Factual <br />11/09/2010<br/>Final <br />04/12/2011 | 04/12/2011 | 
20100917X24222 | Accident | WPR10LA458 | 09/16/2010 | Mammoth, CA | United States | 37.787222 | -118.841389 | BIH | Bishop | Non-Fatal | Substantial | Helicopter | N2153S | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 2 |  |  | VMC | TAKEOFF | Factual <br />07/11/2011<br/>Final <br />08/30/2011 | 08/30/2011 | 
20101014X52201 | Accident | ERA10WA509 | 09/15/2010 | Lagoa do Triunfo, Para, Brazil | Brazil | -6.538055 | -52.768611 | SNXK | Fazenda Lagoa do Triunfo | Fatal(4) | Substantial | Helicopter |  | ROBINSON | R44 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  | 4 |  |  |  |  |  | Foreign | 10/25/2010 | 
20100921X14612 | Accident | WPR10LA464 | 09/11/2010 | Majuro, PO | United States | -0.021667 | 164.729167 |  |  | Fatal(1) | Substantial | Helicopter | N74LB | HUGHES | OH-6A | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Aerial Observation |  | 1 |  | 1 |  | VMC |  | Factual <br />11/28/2011<br/>Final <br />01/17/2012 | 01/17/2012 | 
20100930X62247 | Accident | ERA10WA507 | 09/10/2010 | Itanhaem, Brazil | Brazil | -24.035000 | -46.848889 |  |  | Fatal(2) | Substantial | Helicopter |  | ROBINSON | R44 |  |  | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  | 2 |  |  |  |  |  | Foreign | 10/06/2010 | 
20100908X65424 | Accident | WPR10LA452 | 09/07/2010 | Winters, CA | United States | 38.541944 | -121.927778 | PVT | PVT Helipad | Non-Fatal | Substantial | Helicopter | N17285 | AEROSPATIALE | SA315 | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Factual <br />07/11/2012<br/>Final <br />10/04/2012 | 10/04/2012 | 
20100908X20427 | Incident | OPS10IA538B | 09/04/2010 | Los Angeles, CA | United States |  |  |  |  | Incident |  | Helicopter |  | BELL | 222U | No | 2 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 133 | VMC |  | Factual <br />11/30/2011<br/>Final <br />12/19/2011 | 12/19/2011 | 
20100904X32616 | Accident | WPR10LA446 | 09/03/2010 | Salinas, CA | United States | 36.662222 | -121.623889 | SNS | Salinas Municipal Airport | Non-Fatal | Substantial | Helicopter | N4427F | BELL | 47G | No | 1 | Reciprocating | Part 91: General Aviation |  | Positioning |  |  | 1 |  |  | IMC | CRUISE | Factual <br />11/03/2011<br/>Final <br />12/19/2011 | 12/19/2011 | 
20100901X33544 | Accident | WPR10CA442 | 08/31/2010 | Caldwell, ID | United States | 43.641944 | -116.635833 | EUL | Caldwell Industrial | Non-Fatal | Substantial | Helicopter | N1534C | SCHWEIZER | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Factual <br />09/16/2010<br/>Final <br />12/20/2010 | 12/20/2010 | 
20100831X75841 | Accident | CEN10FA509 | 08/31/2010 | Walnut Grove, AR | United States | 35.561667 | -92.554167 |  |  | Fatal(3) | Substantial | Helicopter | N62AE | BELL HELICOPTER TEXTRON | 206L-1 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  | 3 |  |  |  | IMC | MANEUVERING | Factual <br />09/29/2011<br/>Final <br />11/17/2011 | 11/17/2011 | 
20100831X45241 | Accident | WPR10FA440 | 08/31/2010 | Kamiah, ID | United States | 46.227500 | -116.036666 | S73 | Kamiah Municipal | Fatal(3) | Substantial | Helicopter | N67264 | HILLER | UH 12E | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Aerial Observation |  | 3 |  |  |  | VMC |  | Factual <br />02/15/2012<br/>Final <br />04/04/2012 | 04/04/2012 | 
20100901X94640 | Incident | ERA10IA459 | 08/30/2010 | Marion, VA | United States | 36.852222 | -81.514444 | VG41 | Smyth County Community Hospita | Incident |  | Helicopter | N516MT | BELL HELICOPTER TEXTRON CANADA | 407 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 3 | VMC | CRUISE | Factual <br />10/30/2013<br/>Final <br />12/02/2013 | 12/02/2013 | 
20100823X24521 | Accident | WPR10LA420 | 08/22/2010 | San Diego, CA | United States | 32.689166 | -117.152778 |  |  | Non-Fatal | Substantial | Helicopter | N7186Z | ROBINSON | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | TAKEOFF | Factual <br />01/29/2013<br/>Final <br />02/27/2013 | 02/27/2013 | 
20100818X63315 | Accident | ERA10CA432 | 08/18/2010 | Titusville, FL | United States | 28.459167 | -80.863056 | KTIX | Space Coast Regional Airport | Non-Fatal | Substantial | Helicopter | N1542D | SCHWEIZER | 269C-1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Factual <br />09/05/2010<br/>Final <br />12/20/2010 | 12/20/2010 | 
20100817X21047 | Accident | ERA10TA429 | 08/16/2010 | Warrenton, VA | United States | 38.586389 | -77.710556 | HWY | Warrenton-Fauquier Airport | Non-Fatal | Substantial | Helicopter | NONE | BELL | UH1H | No |  | Turbo Shaft | Public Aircraft |  | Public Aircraft - Federal |  |  |  |  | 2 | VMC | LANDING | Factual <br />12/03/2010<br/>Final <br />01/31/2017 | 01/31/2017 | 
20100818X30857 | Accident | CEN10CA485 | 08/14/2010 | Mack, CO | United States | 39.267500 | -108.858333 | C07 | Mack-Mesa Airport | Non-Fatal | Substantial | Helicopter | N404LE | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />09/29/2010<br/>Final <br />03/16/2011 | 03/16/2011 | 
20100813X61915 | Accident | CEN10LA477 | 08/13/2010 | Rocky Mount, MO | United States | 38.269445 | -92.752222 |  |  | Non-Fatal | Substantial | Helicopter | N54BE | BELL | 206B | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Factual <br />11/04/2010<br/>Final <br />04/07/2011 | 04/07/2011 | 
20100817X84118 | Accident | ERA10WA428 | 08/12/2010 | Milazzo, Italy | Italy |  |  |  | Milazzo | Fatal(4) | Destroyed | Helicopter |  | ROBINSON | R44 | No |  |  | Non-U.S., Non-Commercial |  | Personal |  | 4 |  |  |  | VMC |  | Foreign | 11/02/2010 | 
